name,category,slot,use,set,tier,craft_role,crafting,resource_info,mining_info,theme,pack,slug,url
"Steel Toes","set-piece","feet","Feet set-piece — increases movement speed.","Tactical","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Tactical Set — Common","tactical-common","steel-toes","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-common/steel-toes.png"
"Jump Pads","set-piece","feet","Feet set-piece — grants leap / hover / dash mobility.","Tactical","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Tactical Set — Common","tactical-common","jump-pads","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-common/jump-pads.png"
"Traction Cleats","set-piece","feet","Feet set-piece — surface grip — stability on any terrain.","Tactical","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Tactical Set — Common","tactical-common","traction-cleats","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-common/traction-cleats.png"
"Mag Boots","set-piece","feet","Feet set-piece — surface grip — stability on any terrain.","Tactical","common","set piece (common) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Tactical Set — Common","tactical-common","mag-boots","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-common/mag-boots.png"
"Assault Rifle","weapon","weapon","Firearm — primary ranged weapon.","Tactical","common","craftable recipe (common)","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Tactical Set — Common","tactical-common","assault-rifle","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-common/assault-rifle.png"
"Sidearm","weapon","weapon","Sidearm — fast-draw backup gun.","Tactical","common","craftable recipe (common)","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Tactical Set — Common","tactical-common","sidearm","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-common/sidearm.png"
"Grenade","throwable","","Throwable — AoE blast on impact.","Tactical","common","craftable ordnance","Ordnance — crafted at an Explosives Bench from a casing + charge.","Single-use — consumed on use.","—","Tactical Set — Common","tactical-common","grenade","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-common/grenade.png"
"Knife","weapon","weapon","Melee weapon — close-quarters strikes.","Tactical","common","craftable recipe (common)","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Tactical Set — Common","tactical-common","knife","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-common/knife.png"
"Shotgun","weapon","weapon","Firearm — primary ranged weapon.","Tactical","common","craftable recipe (common)","Crafted at a Crafting Bench from refined alloy + components (common recipe).","—","—","Tactical Set — Common","tactical-common","shotgun","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-common/shotgun.png"
"Reinforced Gloves","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","reinforced-gloves","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/reinforced-gloves.png"
"Kinetic Grip","set-piece","hand","Hand set-piece — adds an energized melee strike.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","kinetic-grip","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/kinetic-grip.png"
"Shock Gauntlets","set-piece","hand","Hand set-piece — adds an energized melee strike.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","shock-gauntlets","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/shock-gauntlets.png"
"Nano Wraps","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","nano-wraps","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/nano-wraps.png"
"Assault Mitts","set-piece","hand","Hand set-piece — adds an energized melee strike.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","assault-mitts","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/assault-mitts.png"
"Assault Plate","set-piece","chest","Chest set-piece — raises armor & max health.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","assault-plate","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/assault-plate.png"
"Reactive Vest","set-piece","chest","Chest set-piece — reactive plating cuts incoming damage.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","reactive-vest","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/reactive-vest.png"
"Spec Ops Harness","set-piece","chest","Chest set-piece — raises armor & max health.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","spec-ops-harness","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/spec-ops-harness.png"
"Tactical Rig","set-piece","chest","Chest set-piece — raises armor & max health.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","tactical-rig","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/tactical-rig.png"
"Powered Armor Core","set-piece","chest","Chest set-piece — powered plate adds an energy shield.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","Mineable deposit — drops raw resources when mined.","Tactical Set — Rare","tactical-rare","powered-armor-core","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/powered-armor-core.png"
"Ballistic Helmet","set-piece","head","Head set-piece — improves detection & resists headshots.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","Mining safety / utility gear.","Tactical Set — Rare","tactical-rare","ballistic-helmet","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/ballistic-helmet.png"
"Smart Visor","set-piece","head","Head set-piece — HUD visor highlights targets.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","smart-visor","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/smart-visor.png"
"Stealth Hood","set-piece","head","Head set-piece — filters toxic air for survival.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","stealth-hood","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/stealth-hood.png"
"Rebreather Mask","set-piece","head","Head set-piece — filters toxic air for survival.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","rebreather-mask","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/rebreather-mask.png"
"Cyber Beret","set-piece","head","Head set-piece — improves detection & resists headshots.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","cyber-beret","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/cyber-beret.png"
"Maglock Boots","set-piece","feet","Feet set-piece — surface grip — stability on any terrain.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","maglock-boots","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/maglock-boots.png"
"Jump Boots","set-piece","feet","Feet set-piece — grants leap / hover / dash mobility.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","jump-boots","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/jump-boots.png"
"Grip Cleats","set-piece","feet","Feet set-piece — surface grip — stability on any terrain.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","grip-cleats","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/grip-cleats.png"
"Shock Absorbers","set-piece","feet","Feet set-piece — surface grip — stability on any terrain.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","shock-absorbers","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/shock-absorbers.png"
"Thruster Boots","set-piece","feet","Feet set-piece — grants leap / hover / dash mobility.","Tactical","rare","set piece (rare) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","thruster-boots","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/thruster-boots.png"
"Pulse Rifle","weapon","weapon","Firearm — primary ranged weapon.","Tactical","rare","craftable recipe (rare)","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","pulse-rifle","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/pulse-rifle.png"
"Rail Pistol","weapon","weapon","Sidearm — fast-draw backup gun.","Tactical","rare","craftable recipe (rare)","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","rail-pistol","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/rail-pistol.png"
"Frag Grenade","throwable","","Throwable — AoE blast on impact.","Tactical","rare","craftable ordnance","Ordnance — crafted at an Explosives Bench from a casing + charge.","Single-use — consumed on use.","—","Tactical Set — Rare","tactical-rare","frag-grenade","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/frag-grenade.png"
"Mono Knife","weapon","weapon","Melee weapon — close-quarters strikes.","Tactical","rare","craftable recipe (rare)","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","mono-knife","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/mono-knife.png"
"Combat Shotgun","weapon","weapon","Firearm — primary ranged weapon.","Tactical","rare","craftable recipe (rare)","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Tactical Set — Rare","tactical-rare","combat-shotgun","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-rare/combat-shotgun.png"
"Elite Gloves","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","elite-gloves","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/elite-gloves.png"
"Power Gauntlets","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","power-gauntlets","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/power-gauntlets.png"
"Energy Wraps","set-piece","hand","Hand set-piece — adds an energized melee strike.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","energy-wraps","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/energy-wraps.png"
"Neural Grips","set-piece","hand","Hand set-piece — adds an energized melee strike.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","neural-grips","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/neural-grips.png"
"Assault Claws","set-piece","hand","Hand set-piece — adds an energized melee strike.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","assault-claws","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/assault-claws.png"
"Nano Plate","set-piece","chest","Chest set-piece — raises armor & max health.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","nano-plate","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/nano-plate.png"
"Reactive Armor","set-piece","chest","Chest set-piece — reactive plating cuts incoming damage.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","reactive-armor","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/reactive-armor.png"
"Assault Harness","set-piece","chest","Chest set-piece — raises armor & max health.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","assault-harness","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/assault-harness.png"
"Powered Rig","set-piece","chest","Chest set-piece — powered plate adds an energy shield.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","powered-rig","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/powered-rig.png"
"Cyber Core Vest","set-piece","chest","Chest set-piece — powered plate adds an energy shield.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","Mineable deposit — drops raw resources when mined.","Tactical Set — Epic","tactical-epic","cyber-core-vest","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/cyber-core-vest.png"
"Elite Helmet","set-piece","head","Head set-piece — improves detection & resists headshots.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","Mining safety / utility gear.","Tactical Set — Epic","tactical-epic","elite-helmet","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/elite-helmet.png"
"Holo Visor","set-piece","head","Head set-piece — HUD visor highlights targets.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","holo-visor","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/holo-visor.png"
"Stealth Mask","set-piece","head","Head set-piece — filters toxic air for survival.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","stealth-mask","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/stealth-mask.png"
"Neural Hood","set-piece","head","Head set-piece — filters toxic air for survival.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","neural-hood","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/neural-hood.png"
"Officer Beret","set-piece","head","Head set-piece — improves detection & resists headshots.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","officer-beret","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/officer-beret.png"
"Anti-Gravity Boots","set-piece","feet","Feet set-piece — grants leap / hover / dash mobility.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","anti-gravity-boots","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/anti-gravity-boots.png"
"Jet Boosters","set-piece","feet","Feet set-piece — grants leap / hover / dash mobility.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","jet-boosters","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/jet-boosters.png"
"Magnetic Cleats","set-piece","feet","Feet set-piece — surface grip — stability on any terrain.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","magnetic-cleats","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/magnetic-cleats.png"
"Shock Dampeners","set-piece","feet","Feet set-piece — surface grip — stability on any terrain.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","shock-dampeners","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/shock-dampeners.png"
"Plasma Boots","set-piece","feet","Feet set-piece — grants leap / hover / dash mobility.","Tactical","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","plasma-boots","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/plasma-boots.png"
"Plasma Rifle","weapon","weapon","Firearm — primary ranged weapon.","Tactical","epic","craftable recipe (epic)","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","plasma-rifle","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/plasma-rifle.png"
"Energy Pistol","weapon","weapon","Sidearm — fast-draw backup gun.","Tactical","epic","craftable recipe (epic)","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","energy-pistol","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/energy-pistol.png"
"EMP Grenade","throwable","","Throwable — AoE blast on impact.","Tactical","epic","craftable ordnance","Ordnance — crafted at an Explosives Bench from a casing + charge.","Single-use — consumed on use.","—","Tactical Set — Epic","tactical-epic","emp-grenade","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/emp-grenade.png"
"Vibro Blade","weapon","weapon","Melee weapon — close-quarters strikes.","Tactical","epic","craftable recipe (epic)","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","vibro-blade","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/vibro-blade.png"
"Gauss Shotgun","weapon","weapon","Firearm — primary ranged weapon.","Tactical","epic","craftable recipe (epic)","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Tactical Set — Epic","tactical-epic","gauss-shotgun","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-epic/gauss-shotgun.png"
"Void Gauntlets","set-piece","hand","Hand set-piece — adds an energized melee strike.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","void-gauntlets","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/void-gauntlets.png"
"Quantum Grips","set-piece","hand","Hand set-piece — adds an energized melee strike.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","quantum-grips","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/quantum-grips.png"
"Plasma Fists","set-piece","hand","Hand set-piece — adds an energized melee strike.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","plasma-fists","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/plasma-fists.png"
"Neural Claws","set-piece","hand","Hand set-piece — adds an energized melee strike.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","neural-claws","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/neural-claws.png"
"Titan Wraps","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","titan-wraps","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/titan-wraps.png"
"Titan Plate","set-piece","chest","Chest set-piece — raises armor & max health.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","titan-plate","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/titan-plate.png"
"Quantum Armor","set-piece","chest","Chest set-piece — raises armor & max health.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","quantum-armor","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/quantum-armor.png"
"Assault Core","set-piece","chest","Chest set-piece — powered plate adds an energy shield.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","Mineable deposit — drops raw resources when mined.","Tactical Set — Legendary","tactical-legendary","assault-core","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/assault-core.png"
"Hyper Rig","set-piece","chest","Chest set-piece — powered plate adds an energy shield.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","hyper-rig","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/hyper-rig.png"
"Void Vest","set-piece","chest","Chest set-piece — raises armor & max health.","Tactical","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Tactical Set — Legendary","tactical-legendary","void-vest","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/tactical-legendary/void-vest.png"
